[2026/02/16  3:40:02.39] Starting... 
[INFO] Waiting for server... (36/60
[INFO] Waiting for server... (35/60
[OK] Node.js found 
[OK] Changed to C:\Users\user\dev\study-visualizer\scripts\.. 
[INFO] Starting dev server... 
▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:4000
- Network:       http://172.19.80.1:4000
- Environments: .env.local

✓ Starting...
✓ Ready in 1063ms
 GET / 200 in 99ms (compile: 3ms, render: 96ms)
 GET / 200 in 101ms (compile: 16ms, render: 85ms)
 GET / 200 in 104ms (compile: 64ms, render: 41ms)
 GET / 200 in 42ms (compile: 3ms, render: 39ms)
 GET / 200 in 41ms (compile: 6ms, render: 34ms)
 GET / 200 in 38ms (compile: 5ms, render: 33ms)
 GET / 200 in 44ms (compile: 5ms, render: 40ms)
 GET / 200 in 39ms (compile: 3ms, render: 37ms)
 GET / 200 in 73ms (compile: 5ms, render: 68ms)
 GET / 200 in 75ms (compile: 19ms, render: 56ms)
 GET / 200 in 40ms (compile: 7ms, render: 33ms)
 GET / 200 in 39ms (compile: 3ms, render: 36ms)
 GET / 200 in 93ms (compile: 3ms, render: 90ms)
 GET / 200 in 116ms (compile: 39ms, render: 77ms)
 GET / 200 in 50ms (compile: 10ms, render: 40ms)
 GET / 200 in 41ms (compile: 2ms, render: 39ms)
 GET / 200 in 102ms (compile: 5ms, render: 97ms)
 GET / 200 in 104ms (compile: 19ms, render: 86ms)
 GET / 200 in 106ms (compile: 32ms, render: 74ms)
 GET / 200 in 42ms (compile: 3ms, render: 39ms)
 GET / 200 in 36ms (compile: 3ms, render: 33ms)
 GET / 200 in 70ms (compile: 5ms, render: 65ms)
 GET / 200 in 72ms (compile: 18ms, render: 53ms)
 GET / 200 in 36ms (compile: 3ms, render: 34ms)
 GET / 200 in 42ms (compile: 5ms, render: 38ms)
 GET / 200 in 71ms (compile: 5ms, render: 66ms)
 GET / 200 in 72ms (compile: 33ms, render: 38ms)
 GET / 200 in 41ms (compile: 3ms, render: 38ms)
 GET / 200 in 103ms (compile: 5ms, render: 98ms)
 GET / 200 in 105ms (compile: 20ms, render: 85ms)
 GET / 200 in 106ms (compile: 33ms, render: 73ms)
 GET / 200 in 38ms (compile: 2ms, render: 36ms)
 GET / 200 in 109ms (compile: 5ms, render: 104ms)
 GET / 200 in 112ms (compile: 19ms, render: 93ms)
 GET / 200 in 116ms (compile: 33ms, render: 83ms)
 GET / 200 in 38ms (compile: 2ms, render: 36ms)
 GET / 200 in 99ms (compile: 5ms, render: 95ms)
 GET / 200 in 101ms (compile: 20ms, render: 82ms)
 GET / 200 in 103ms (compile: 33ms, render: 71ms)
 GET / 200 in 65ms (compile: 3ms, render: 63ms)
 GET / 200 in 101ms (compile: 31ms, render: 70ms)
 GET / 200 in 74ms (compile: 6ms, render: 68ms)
 GET / 200 in 76ms (compile: 19ms, render: 56ms)
 GET / 200 in 40ms (compile: 3ms, render: 37ms)
 GET / 200 in 73ms (compile: 5ms, render: 69ms)
 GET / 200 in 75ms (compile: 18ms, render: 57ms)
 GET / 200 in 38ms (compile: 7ms, render: 32ms)
 GET / 200 in 41ms (compile: 2ms, render: 38ms)
 GET / 200 in 78ms (compile: 5ms, render: 73ms)
 GET / 200 in 80ms (compile: 20ms, render: 60ms)
 GET / 200 in 50ms (compile: 10ms, render: 40ms)
 GET / 200 in 65ms (compile: 3ms, render: 63ms)
 GET / 200 in 69ms (compile: 31ms, render: 38ms)
 GET / 200 in 74ms (compile: 5ms, render: 70ms)
 GET / 200 in 76ms (compile: 20ms, render: 56ms)
 GET / 200 in 65ms (compile: 3ms, render: 63ms)
 GET / 200 in 73ms (compile: 31ms, render: 42ms)
 GET / 200 in 72ms (compile: 9ms, render: 63ms)
 GET / 200 in 74ms (compile: 24ms, render: 50ms)
 GET / 200 in 70ms (compile: 3ms, render: 68ms)
 GET / 200 in 73ms (compile: 32ms, render: 42ms)
 GET / 200 in 64ms (compile: 2ms, render: 61ms)
 GET / 200 in 71ms (compile: 31ms, render: 40ms)
 GET / 200 in 38ms (compile: 3ms, render: 35ms)
 GET / 200 in 105ms (compile: 5ms, render: 100ms)
 GET / 200 in 107ms (compile: 19ms, render: 88ms)
 GET / 200 in 109ms (compile: 33ms, render: 77ms)
 GET / 200 in 39ms (compile: 3ms, render: 37ms)
 GET / 200 in 99ms (compile: 3ms, render: 96ms)
 GET / 200 in 104ms (compile: 31ms, render: 72ms)
 GET / 200 in 106ms (compile: 46ms, render: 60ms)
 GET / 200 in 36ms (compile: 3ms, render: 34ms)
 GET / 200 in 73ms (compile: 5ms, render: 68ms)
 GET / 200 in 90ms (compile: 36ms, render: 54ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 46ms (compile: 3ms, render: 43ms)
 GET / 200 in 76ms (compile: 5ms, render: 71ms)
 GET / 200 in 78ms (compile: 21ms, render: 57ms)
 GET / 200 in 48ms (compile: 7ms, render: 41ms)
